ID,Gender,Age,Ethnicity,Education,Country,CountryPP,EstimatedIncome,NScore,EScore,OScore,AScore,CScore,Impulsivity,SensationSeeking,Alcohol,Amphet,Amyl,Benzos,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1591,F,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,44,35,40,52,49,3,7,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1592,F,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,19,45,39,58,49,1,0,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1593,F,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,28,52,43,50,45,6,10,CL5,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
1594,F,Ag3,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,36,45,48,43,41,3,4,CL5,CL1,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1595,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,33,47,43,42,45,2,3,CL5,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1596,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,30,51,52,43,40,7,8,CL5,CL0,CL1,CL0,CL5,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
1597,F,Ag5,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,35,44,47,46,45,3,1,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1598,F,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,29,42,39,47,43,2,3,CL5,CL0,CL1,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1599,F,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,28,48,33,44,47,2,3,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1600,F,Ag2,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,25,47,36,45,42,2,3,CL4,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1601,F,Ag2,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,29,46,38,42,46,4,5,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1602,M,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,37,44,47,37,52,2,1,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1603,F,Ag5,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,39,43,53,41,36,5,8,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1604,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,35,56,57,49,35,8,9,CL4,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1605,M,Ag4,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,32,52,46,48,50,1,3,CL5,CL0,CL2,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1606,F,Ag2,AS,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,33,53,30,37,41,7,5,CL0,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1607,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,22,49,49,46,46,2,2,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL0
1608,F,Ag3,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,28,42,46,42,49,3,5,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1609,M,Ag2,WH,Ed5,United States of America,58669,2852,33,32,59,37,37,7,8,CL3,CL5,CL5,CL5,CL5,CL3,CL4,CL3,CL3,CL5,CL2,CL0,CL6,CL3,CL2,CL3,CL6,CL0,CL1
1610,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,34,32,34,49,47,2,0,CL4,CL0,CL1,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1611,F,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,38,44,39,48,38,1,0,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1612,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,32,37,36,50,48,1,1,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1613,F,Ag3,WB,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,37,48,39,46,42,3,5,CL5,CL1,CL1,CL3,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1
1614,M,Ag2,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,15,54,48,33,46,6,9,CL4,CL1,CL2,CL0,CL6,CL1,CL6,CL3,CL0,CL4,CL0,CL0,CL3,CL1,CL0,CL2,CL0,CL0,CL1
1615,F,Ag3,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,25,43,54,50,57,3,6,CL5,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1616,M,Ag5,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,42,29,35,48,39,4,5,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1617,M,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,41,40,51,47,40,6,10,CL5,CL0,CL1,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL1,CL3,CL0,CL0
1618,M,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,39,41,38,47,46,5,4,CL5,CL0,CL0,CL4,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1619,M,Ag2,WH,Ed5,United States of America,58669,2852,39,38,53,41,35,6,10,CL5,CL4,CL0,CL5,CL6,CL6,CL4,CL3,CL1,CL2,CL3,CL1,CL2,CL3,CL4,CL3,CL6,CL0,CL0
1620,M,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,37,40,43,39,47,3,7,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1621,M,Ag2,BL,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,49,38,39,41,40,4,4,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1622,M,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,22,39,50,46,49,4,5,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1623,M,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,41,34,37,47,35,4,2,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1624,M,Ag4,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,37,35,45,38,40,2,3,CL5,CL1,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1625,M,Ag3,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,28,43,46,44,43,3,6,CL5,CL1,CL2,CL3,CL6,CL3,CL5,CL2,CL1,CL2,CL0,CL2,CL0,CL1,CL2,CL2,CL2,CL0,CL0
1626,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,28,42,37,48,47,1,2,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1627,F,Ag2,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,23,44,36,47,46,1,2,CL5,CL0,CL0,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1628,F,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,20,48,37,42,51,1,0,CL4,CL1,CL0,CL3,CL6,CL1,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1629,F,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,42,40,46,48,42,1,4,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1630,F,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,37,39,40,45,46,5,4,CL2,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL0
1631,F,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,34,43,52,36,34,4,7,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1632,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,18,43,45,58,49,2,3,CL5,CL0,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1633,M,Ag3,WH,Ed6,Canada,46059,4566.8349609,51,41,43,43,53,7,10,CL6,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1634,F,Ag4,BL,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,32,42,40,41,45,6,7,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1635,F,Ag1,WH,Ed4,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,36,30,37,43,42,1,0,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1636,M,Ag5,WH,Ed1,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,23,40,34,46,46,2,4,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1637,F,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,36,44,34,36,42,2,2,CL4,CL0,CL1,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1638,M,Ag1,WH,Ed5,United States of America,58669,1678,53,31,47,33,34,6,9,CL5,CL6,CL0,CL0,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL4,CL0,CL0,CL5,CL0,CL5
1639,F,Ag4,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,38,36,41,45,45,2,4,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1640,F,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,35,41,39,42,40,4,2,CL6,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1641,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,39,44,42,47,43,5,6,CL6,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1642,F,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,46,40,45,49,48,4,3,CL5,CL0,CL0,CL4,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1643,F,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,21,43,36,41,49,1,3,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1644,F,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,36,34,46,46,41,2,3,CL3,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1645,F,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,29,39,41,48,44,3,5,CL3,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1646,M,Ag4,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,36,47,44,43,41,3,4,CL5,CL1,CL0,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1647,M,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,36,33,47,49,46,1,1,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1648,M,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,44,34,42,46,39,4,7,CL5,CL0,CL3,CL2,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL1,CL1,CL0,CL0
1649,F,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,29,43,45,48,51,3,4,CL4,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1650,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,34,38,40,41,51,2,5,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1651,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,36,50,54,51,46,7,7,CL5,CL0,CL0,CL0,CL5,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL1,CL0,CL0
1652,M,Ag5,WH,Ed5,United States of America,58669,3644,21,31,40,33,39,2,8,CL4,CL1,CL1,CL1,CL6,CL2,CL4,CL1,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
1653,M,Ag1,WH,Ed7,United States of America,58669,1678,38,31,48,40,33,4,2,CL5,CL0,CL0,CL4,CL5,CL6,CL5,CL3,CL0,CL0,CL6,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL3
1654,F,Ag2,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,28,46,44,54,51,2,6,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1655,M,Ag5,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,39,38,41,32,45,3,2,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1656,F,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,28,47,33,48,48,2,1,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
1657,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,52,31,41,39,43,1,7,CL4,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1658,M,Ag2,WH,Ed5,Canada,46059,3479.4934082,21,41,44,40,48,3,6,CL3,CL3,CL0,CL3,CL5,CL3,CL5,CL3,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL5,CL0,CL0
1659,M,Ag1,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,34,45,59,46,42,7,9,CL4,CL2,CL0,CL0,CL6,CL3,CL3,CL2,CL0,CL3,CL0,CL6,CL3,CL3,CL0,CL2,CL6,CL0,CL0
1660,F,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,18,44,48,44,45,1,3,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1661,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,51,41,58,34,31,8,10,CL3,CL5,CL2,CL3,CL5,CL3,CL6,CL4,CL2,CL3,CL2,CL2,CL2,CL2,CL6,CL3,CL6,CL0,CL0
1662,F,Ag1,WH,Ed1,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,29,39,44,53,40,2,7,CL2,CL2,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
1664,F,Ag2,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,26,40,44,46,36,4,7,CL4,CL3,CL2,CL0,CL6,CL3,CL6,CL3,CL0,CL3,CL0,CL2,CL4,CL0,CL0,CL2,CL4,CL0,CL0
1665,F,Ag2,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,36,43,49,48,41,8,9,CL5,CL2,CL2,CL4,CL6,CL2,CL6,CL3,CL2,CL3,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL0
1666,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,30,43,41,55,48,4,5,CL5,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1667,M,Ag1,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,36,46,56,39,43,8,9,CL4,CL3,CL0,CL3,CL6,CL5,CL6,CL0,CL0,CL3,CL0,CL3,CL3,CL3,CL3,CL0,CL3,CL0,CL2
1668,F,Ag2,WH,Ed9,Australia,49901,4894.1289062,37,37,35,43,48,1,1,CL3,CL0,CL0,CL2,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
1669,M,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,42,32,40,37,45,4,7,CL3,CL1,CL1,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL1,CL6,CL0,CL0
1670,F,Ag3,WH,Ed7,Australia,49901,5762.2753906,25,36,41,46,48,6,8,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1671,M,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,42,34,33,36,43,2,3,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1672,M,Ag5,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,42,37,54,49,33,2,5,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1673,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,30,41,42,48,33,3,6,CL3,CL0,CL2,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL0
1674,M,Ag2,WH,Ed6,Ireland,46905,3247.2019043,26,43,52,46,47,2,5,CL3,CL3,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL4,CL0,CL0,CL4,CL3,CL0,CL2,CL4,CL0,CL0
1675,M,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,31,41,36,41,55,2,2,CL5,CL0,CL0,CL2,CL2,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1676,M,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,28,47,31,41,38,3,2,CL5,CL0,CL1,CL4,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1677,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,56,24,39,50,37,1,3,CL3,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0
1678,F,Ag1,WH,Ed5,United States of America,58669,1678,49,40,46,48,40,4,5,CL5,CL0,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL6,CL0,CL0,CL2,CL4,CL0,CL3,CL6,CL0,CL0
1679,F,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,33,45,34,51,49,2,1,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1680,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,37,44,46,28,52,4,7,CL3,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1681,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,35,48,41,46,45,2,4,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1682,F,Ag4,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,33,50,40,51,46,2,3,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1683,M,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,31,43,38,38,41,3,8,CL5,CL2,CL2,CL1,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL2,CL2,CL0,CL0
1684,M,Ag1,BL,Ed5,United States of America,58669,1678,37,28,46,46,30,3,5,CL4,CL2,CL0,CL0,CL6,CL3,CL5,CL3,CL0,CL2,CL0,CL3,CL2,CL3,CL0,CL2,CL6,CL0,CL0
1685,M,Ag2,WH,Ed7,United States of America,58669,2852,41,23,49,48,44,3,10,CL5,CL2,CL3,CL5,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL2,CL2,CL3,CL3,CL0,CL0
1686,F,Ag1,BL,Ed5,United States of America,58669,1678,49,25,52,43,33,3,7,CL4,CL5,CL0,CL3,CL6,CL5,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL5,CL4,CL4,CL0,CL0
1687,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,26,44,43,47,46,3,5,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1688,F,Ag2,WH,Ed6,Canada,46059,3479.4934082,50,22,38,55,40,2,1,CL6,CL2,CL0,CL5,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL5,CL0,CL0,CL0,CL0
1689,F,Ag2,WH,Ed8,United States of America,58669,2852,37,46,56,46,40,5,6,CL6,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL3,CL0,CL0,CL0
1690,M,Ag3,WH,Ed5,United States of America,58669,3492,46,29,40,33,42,1,4,CL6,CL1,CL1,CL2,CL6,CL3,CL4,CL1,CL1,CL1,CL1,CL1,CL1,CL1,CL0,CL1,CL3,CL0,CL1
1692,F,Ag2,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,23,45,46,57,40,3,5,CL5,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1693,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,43,38,44,46,39,1,5,CL5,CL0,CL1,CL2,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
